Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Rio Open,2025-02-21 00:00:00,ATP500,Outdoor,Clay,Quarterfinals,3,Faria J.,Ugo Carabelli C.,Ugo Carabelli C.,107,91,561,644,2.2,1.67,6-7 4-6
Rio Open,2025-02-21 00:00:00,ATP500,Outdoor,Clay,Quarterfinals,3,Comesana F.,Zverev A.,Comesana F.,86,2,673,8135,6.0,1.13,4-6 6-3 6-4
Rio Open,2025-02-22 00:00:00,ATP500,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,Muller A.,Muller A.,26,60,1825,953,1.5,2.63,5-7 1-6
Rio Open,2025-02-22 00:00:00,ATP500,Outdoor,Clay,Semifinals,3,Baez S.,Ugo Carabelli C.,Baez S.,31,91,1510,644,1.36,3.2,3-6 6-1 6-1
Rio Open,2025-02-22 00:00:00,ATP500,Outdoor,Clay,Semifinals,3,Comesana F.,Muller A.,Muller A.,86,60,673,953,2.5,1.53,5-7 7-6 3-6
Rio Open,2025-02-23 00:00:00,ATP500,Outdoor,Clay,The Final,3,Baez S.,Muller A.,Baez S.,31,60,1510,953,1.73,2.1,6-2 6-3
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Rinderknech A.,Ruud C.,Ruud C.,61,5,911,4325,4.5,1.2,4-6 3-6
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Machac T.,Mensik J.,Machac T.,25,54,1855,1042,1.67,2.2,6-4 2-6 6-3
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Kecmanovic M.,Altmaier D.,Altmaier D.,44,76,1236,768,1.44,2.75,6-4 4-6 3-6
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Shelton B.,Cobolli F.,Shelton B.,14,39,2930,1345,1.29,3.75,7-6 7-6
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Walton A.,Giron M.,Giron M.,97,52,616,1060,2.75,1.44,6-7 2-6
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Goffin D.,Hijikata R.,Goffin D.,63,82,906,735,1.67,2.2,6-2 6-3
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Norrie C.,Tien L.,Tien L.,74,83,784,732,1.8,2.0,6-7 3-6
Abierto Mexicano,2025-02-25 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Diallo G.,Paul T.,10,89,3280,665,1.3,3.5,6-2 6-2
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Vukic A.,Pacheco Mendez R.,Pacheco Mendez R.,66,356,868,142,1.22,4.33,5-7 6-4 6-7
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Bellucci M.,Davidovich Fokina A.,48,70,1095,833,1.53,2.5,1-6 7-6 6-2
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Carballes Baena R.,Rune H.,Rune H.,50,13,1071,2970,3.4,1.33,6-7 3-6
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Arnaldi M.,Zverev A.,2,33,8135,1430,1.29,3.75,6-7 6-3 6-4
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Bonzi B.,Nakashima B.,Nakashima B.,62,42,910,1265,2.75,1.44,6-7 5-7
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Basavareddy N.,Shapovalov D.,32,106,1496,562,1.73,2.1,7-5 6-2
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Bu Y.,Michelsen A.,Michelsen A.,68,34,847,1420,3.0,1.4,6-2 6-7 6-7
Abierto Mexicano,2025-02-26 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Muller A.,Tiafoe F.,18,41,2485,1270,1.3,3.5,6-4 6-2
Abierto Mexicano,2025-02-27 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Altmaier D.,Machac T.,Machac T.,76,25,768,1855,3.75,1.29,6-7 1-6
Abierto Mexicano,2025-02-27 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Goffin D.,Shelton B.,Goffin D.,63,14,906,2930,3.5,1.3,7-6 6-3
Abierto Mexicano,2025-02-27 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Michelsen A.,Shapovalov D.,Shapovalov D.,34,32,1420,1496,2.5,1.53,4-6 3-6
Abierto Mexicano,2025-02-27 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Tien L.,Zverev A.,Tien L.,83,2,732,8135,4.33,1.22,6-3 6-4
Abierto Mexicano,2025-02-27 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Davidovich Fokina A.,Davidovich Fokina A.,18,48,2485,1095,1.91,1.91,3-6 7-6 3-6
Abierto Mexicano,2025-02-28 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,Machac T.,Tien L.,Machac T.,25,83,1855,732,1.53,2.5,6-3 7-5
Abierto Mexicano,2025-02-28 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,Goffin D.,Nakashima B.,Nakashima B.,63,42,906,1265,2.5,1.53,6-7 2-6
Abierto Mexicano,2025-02-28 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,Giron M.,Shapovalov D.,32,52,1496,1060,1.44,2.75,4-6 6-3 6-2
