Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Ugo Carabelli C.,Tien L.,Tien L.,94,121,624,493,5.5,1.14,6-4 6-7 3-6 7-5 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Bublik A.,Cerundolo F.,31,37,1620,1330,1.57,2.38,7-6 6-3 6-2
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mpetshi G.,Monfils G.,Monfils G.,30,41,1651,1280,1.62,2.3,6-7 3-6 7-6 7-6 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Griekspoor T.,Hurkacz H.,17,40,2555,1280,1.36,3.2,7-5 6-4 6-4
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Bergs Z.,Diaz Acosta F.,Diaz Acosta F.,60,73,948,758,1.44,2.75,7-6 4-6 6-1 3-6 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Samrej K.,Medvedev D.,5,418,5030,109,1.0,51.0,6-2 4-6 3-6 6-1 6-2
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Comesana F.,Altmaier D.,Altmaier D.,85,101,662,582,2.0,1.8,2-6 6-3 6-7 6-4 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Arnaldi M.,Musetti L.,15,39,2600,1305,1.57,2.38,7-6 4-6 7-6 6-3
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Nakashima B.,Shelton B.,Shelton B.,35,20,1355,2280,2.75,1.44,6-7 5-7 5-7
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Wawrinka S.,Sonego L.,55,156,1026,371,1.4,3.0,6-4 5-7 7-5 7-5
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,Boyer T.,Boyer T.,96,136,617,448,5.5,1.14,3-6 7-6 6-4 5-7 1-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Krueger M.,Hijikata R.,Krueger M.,146,72,396,759,3.0,1.4,6-4 6-4 6-3
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Cobolli F.,Etcheverry T.,Etcheverry T.,32,38,1512,1315,2.38,1.57,7-6 3-6 5-7 1-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Hanfmann Y.,Giron M.,46,95,1175,618,1.25,4.0,2-6 7-5 6-1 7-5
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Shapovalov D.,Shapovalov D.,53,56,1067,1006,3.2,1.36,6-3 4-6 4-6 6-7
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Popyrin A.,Moutet C.,69,24,772,1840,4.33,1.22,4-6 6-3 6-4 6-4
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,De Minaur A.,De Minaur A.,84,8,672,3535,10.0,1.06,1-6 5-7 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Majchrzak K.,Carreno Busta P.,182,122,317,491,1.62,2.3,6-4 6-4 6-3
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Fonseca J.,Fonseca J.,9,112,3520,520,1.62,2.3,6-7 3-6 6-7
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Opelka R.,Machac T.,25,170,1805,341,1.33,3.4,3-6 7-6 6-7 7-6 6-4
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Alcaraz C.,Alcaraz C.,65,3,807,7010,19.0,1.02,0-6 1-6 4-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Passaro F.,Bonzi B.,64,104,819,571,1.25,4.0,6-2 6-4 3-6 6-4
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Thompson J.,Borges N.,Borges N.,27,33,1695,1445,1.91,1.91,3-6 2-6 4-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Carballes Baena R.,Duckworth J.,Carballes Baena R.,57,89,981,637,1.57,2.38,6-4 6-2 7-5
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Faria J.,Djokovic N.,Djokovic N.,125,7,481,3900,23.0,1.01,1-6 7-6 3-6 2-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Fils A.,Halys Q.,Fils A.,21,74,2280,756,1.22,4.33,6-2 4-6 7-6 7-5
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Korda S.,Vukic A.,Vukic A.,22,68,2065,778,1.22,4.33,4-6 6-3 6-2 3-6 5-7
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Fearnley J.,Cazaux A.,Fearnley J.,92,78,632,732,1.62,2.3,3-6 7-5 6-2 6-3
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Mensik J.,Mensik J.,6,48,4210,1162,1.73,2.1,2-6 6-3 1-6 4-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Draper J.,Kokkinakis T.,Draper J.,18,71,2530,766,1.44,2.75,6-7 6-3 3-6 7-5 6-3
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Davidovich Fokina A.,Davidovich Fokina A.,23,66,1905,790,1.29,3.75,7-6 7-6 4-6 1-6 3-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Habib H.,Humbert U.,14,219,2765,264,1.08,8.0,6-3 6-4 6-4
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Martinez P.,Zverev A.,Zverev A.,44,2,1220,7635,21.0,1.02,1-6 4-6 1-6
Australian Open,2025-01-15 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Nishikori K.,Paul T.,11,76,3195,743,1.4,3.0,6-7 6-0 6-3 6-1
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Hurkacz H.,Kecmanovic M.,Kecmanovic M.,17,51,2555,1096,1.29,3.75,4-6 4-6 2-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Diallo G.,Khachanov K.,19,86,2410,646,1.33,3.4,7-6 4-6 6-3 6-3
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Altmaier D.,Monfils G.,Monfils G.,101,41,582,1280,4.5,1.2,5-7 3-6 6-7
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Musetti L.,Shapovalov D.,Musetti L.,15,56,2600,1006,2.1,1.73,7-6 7-6 6-2
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Shelton B.,Shelton B.,182,20,317,2280,3.5,1.3,3-6 3-6 7-6 4-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Boyer T.,De Minaur A.,8,136,3535,448,1.03,15.0,6-2 6-4 6-3
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Krueger M.,Moutet C.,Moutet C.,146,69,396,772,2.63,1.5,6-4 4-6 6-7 4-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Garin C.,Fritz T.,4,150,5350,382,1.04,13.0,6-2 6-1 6-0
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Giron M.,Giron M.,38,46,1315,1175,1.91,1.91,5-7 6-3 5-7 6-3 4-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Mccabe J.,Michelsen A.,42,258,1270,216,1.11,6.5,7-5 6-3 7-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Marozsan F.,Marozsan F.,16,59,2560,960,1.44,2.75,7-6 4-6 6-3 4-6 1-6
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Sonego L.,Fonseca J.,Sonego L.,55,112,1026,520,5.0,1.17,6-7 6-3 6-1 3-6 6-3
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Rune H.,Rune H.,34,13,1380,2910,1.67,2.2,6-7 6-2 3-6 6-7
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Schoolkate T.,Sinner J.,1,173,11830,336,1.01,34.0,4-6 6-4 6-1 6-3
Australian Open,2025-01-16 00:00:00,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Tien L.,Tien L.,5,121,5030,493,1.17,5.0,3-6 6-7 7-6 6-1 6-7
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Paul T.,Carballes Baena R.,Paul T.,11,57,3195,981,1.13,6.0,7-6 6-2 6-0
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Borges N.,Alcaraz C.,Alcaraz C.,33,3,1445,7010,17.0,1.03,2-6 4-6 7-6 2-6
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Fearnley J.,Zverev A.,2,92,7635,632,1.07,9.0,6-3 6-4 6-4
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Mensik J.,Davidovich Fokina A.,Davidovich Fokina A.,48,66,1162,790,1.5,2.63,6-3 6-4 6-7 4-6 2-6
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Machac T.,Djokovic N.,7,25,3900,1805,1.22,4.33,6-1 6-4 6-4
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Bonzi B.,Lehecka J.,Lehecka J.,64,29,819,1660,3.75,1.29,2-6 3-6 3-6
Australian Open,2025-01-17 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Draper J.,Vukic A.,Draper J.,18,68,2530,778,1.22,4.33,6-4 2-6 5-7 7-6 7-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Michelsen A.,Michelsen A.,19,42,2410,1270,1.53,2.5,3-6 6-7 2-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Fritz T.,Monfils G.,41,4,1280,5350,7.0,1.1,3-6 7-5 7-6 6-4
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Cerundolo F.,De Minaur A.,De Minaur A.,31,8,1620,3535,8.0,1.08,7-5 6-7 3-6 3-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Sonego L.,Marozsan F.,Sonego L.,55,59,1026,960,1.8,2.0,6-7 7-6 6-1 6-2
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Moutet C.,Tien L.,Tien L.,69,121,772,493,1.91,1.91,6-7 3-6 3-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Shelton B.,Musetti L.,Shelton B.,20,15,2280,2600,1.62,2.3,6-3 3-6 6-4 7-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Giron M.,Sinner J.,Sinner J.,46,1,1175,11830,23.0,1.01,3-6 4-6 2-6
Australian Open,2025-01-18 00:00:00,Grand Slam,Outdoor,Hard,3rd Round,5,Rune H.,Kecmanovic M.,Rune H.,13,51,2910,1096,1.44,2.75,6-7 6-3 4-6 6-4 6-4
Australian Open,2025-01-19 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,Davidovich Fokina A.,Paul T.,Paul T.,66,11,790,3195,4.0,1.25,1-6 1-6 1-6
Australian Open,2025-01-19 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Humbert U.,Zverev A.,2,14,7635,2765,1.17,5.0,6-1 2-6 6-3 6-2
Australian Open,2025-01-19 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,Lehecka J.,Djokovic N.,Djokovic N.,29,7,1660,3900,4.0,1.25,3-6 4-6 6-7
Australian Open,2025-01-20 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Rune H.,Sinner J.,1,13,11830,2910,1.08,8.0,6-3 3-6 6-3 6-2
Australian Open,2025-01-20 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,Tien L.,Sonego L.,Sonego L.,121,55,493,1026,2.2,1.67,3-6 2-6 6-3 1-6
Australian Open,2025-01-20 00:00:00,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Michelsen A.,De Minaur A.,8,42,3535,1270,1.25,4.0,6-0 7-6 6-3
Australian Open,2025-01-21 00:00:00,Grand Slam,Outdoor,Hard,Quarterfinals,5,Paul T.,Zverev A.,Zverev A.,11,2,3195,7635,3.4,1.33,6-7 6-7 6-2 1-6
Australian Open,2025-01-21 00:00:00,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Alcaraz C.,Djokovic N.,7,3,3900,7010,2.5,1.53,4-6 6-4 6-3 6-4
Australian Open,2025-01-22 00:00:00,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sonego L.,Shelton B.,Shelton B.,55,20,1026,2280,3.2,1.36,4-6 5-7 6-4 6-7
Australian Open,2025-01-22 00:00:00,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,De Minaur A.,Sinner J.,1,8,11830,3535,1.17,5.0,6-3 6-2 6-1
Australian Open,2025-01-24 00:00:00,Grand Slam,Outdoor,Hard,Semifinals,5,Shelton B.,Sinner J.,Sinner J.,20,1,2280,11830,11.0,1.05,6-7 2-6 2-6
Australian Open,2025-01-26 00:00:00,Grand Slam,Outdoor,Hard,The Final,5,Sinner J.,Zverev A.,Sinner J.,1,2,11830,7635,1.33,3.4,6-3 7-6 6-3
Open Sud de France,2025-01-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Bu Y.,Bu Y.,91,71,622,787,2.38,1.57,6-7 3-6
Open Sud de France,2025-01-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Cazaux A.,Wawrinka S.,Cazaux A.,101,154,582,361,1.53,2.5,6-4 6-3
Open Sud de France,2025-01-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Koepfer D.,Koepfer D.,144,118,406,515,1.73,2.1,4-6 6-7
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Eubanks C.,Kachmazov A.,Eubanks C.,111,199,548,299,1.8,2.0,7-5 6-4
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Coric B.,Lestienne C.,Lestienne C.,103,177,575,323,1.8,2.0,3-6 5-7
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Griekspoor T.,Van De Zandschulp B.,Griekspoor T.,46,84,1190,672,1.57,2.38,7-5 6-3
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Pouille L.,Bellucci M.,Bellucci M.,104,98,575,605,1.73,2.1,4-6 4-6
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Mannarino A.,Gasquet R.,132,108,460,561,2.1,1.73,6-3 6-2
Open Sud de France,2025-01-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Mayot H.,Rinderknech A.,Rinderknech A.,130,61,472,924,2.75,1.44,6-7 6-2 1-6
Open Sud de France,2025-01-29 00:00:00,ATP250,Indoor,Hard,1st Round,3,Kovacevic A.,Goffin D.,Kovacevic A.,102,56,577,994,1.62,2.3,6-2 3-6 6-4
Open Sud de France,2025-01-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Eubanks C.,Rublev A.,Rublev A.,111,10,548,3130,4.0,1.25,4-6 3-6
Open Sud de France,2025-01-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Bu Y.,Lestienne C.,Bu Y.,71,177,787,323,1.62,2.3,6-2 6-1
Open Sud de France,2025-01-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Cazaux A.,Auger-Aliassime F.,Auger-Aliassime F.,101,23,582,1855,2.75,1.44,4-6 6-7
Open Sud de France,2025-01-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Koepfer D.,Bublik A.,39,118,1330,515,1.67,2.2,6-4 6-2
Open Sud de France,2025-01-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Cobolli F.,De Jong J.,De Jong J.,34,131,1392,466,1.5,2.63,3-6 6-7
Open Sud de France,2025-01-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Kovacevic A.,Bellucci M.,Kovacevic A.,102,98,577,605,1.8,2.0,7-5 7-6
Open Sud de France,2025-01-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Griekspoor T.,Griekspoor T.,132,46,460,1190,3.2,1.36,3-6 6-3 5-7
Open Sud de France,2025-01-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Rinderknech A.,Basilashvili N.,178,61,323,924,2.3,1.62,6-0 7-6
Open Sud de France,2025-01-31 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Bu Y.,Auger-Aliassime F.,Auger-Aliassime F.,71,23,787,1855,4.0,1.25,3-6 4-6
Open Sud de France,2025-01-31 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,De Jong J.,Griekspoor T.,De Jong J.,131,46,466,1190,2.75,1.44,7-6 6-4
Open Sud de France,2025-01-31 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Kovacevic A.,Kovacevic A.,39,102,1330,577,1.67,2.2,3-6 2-6
Open Sud de France,2025-02-01 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,De Jong J.,Auger-Aliassime F.,23,131,1855,466,1.17,5.0,6-4 7-6
Open Sud de France,2025-02-01 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Rublev A.,Kovacevic A.,Kovacevic A.,10,102,3130,577,1.25,4.0,5-7 4-6
Open Sud de France,2025-02-02 00:00:00,ATP250,Indoor,Hard,The Final,3,Auger-Aliassime F.,Kovacevic A.,Auger-Aliassime F.,23,102,1855,577,1.25,4.0,6-2 6-7 7-6
Dallas Open,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Holt B.,Davidovich Fokina A.,Davidovich Fokina A.,179,59,324,940,3.0,1.4,1-6 5-7
Dallas Open,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Arnaldi M.,Eubanks C.,Arnaldi M.,39,104,1265,567,1.8,2.0,6-3 6-4
Dallas Open,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Mannarino A.,Hijikata R.,Hijikata R.,107,73,561,759,2.1,1.73,5-7 3-6
Dallas Open,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Tiafoe F.,Daniel T.,Tiafoe F.,18,117,2560,519,1.17,5.0,6-1 3-6 6-4
Dallas Open,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Svajda T.,Quinn E.,Quinn E.,669,199,43,307,4.5,1.2,4-6 2-6
Dallas Open,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Paul T.,Brooksby J.,Paul T.,9,1093,3495,10,1.05,11.0,6-7 6-3 6-4
Dallas Open,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Michelsen A.,Norrie C.,Norrie C.,36,63,1370,892,1.44,2.75,6-2 6-7 1-6
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Shelton B.,Vukic A.,Shelton B.,13,66,2980,868,1.2,4.5,6-3 6-3
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Duckworth J.,Ruud C.,Ruud C.,86,5,665,4160,6.75,1.1,5-7 6-4 2-6
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Munar J.,Bu Y.,Munar J.,64,68,882,830,2.5,1.53,7-5 6-2
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Nakashima B.,Nishioka Y.,Nishioka Y.,42,67,1250,847,1.5,2.63,4-6 6-7
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Mmoh M.,Carballes Baena R.,Mmoh M.,422,51,106,1071,2.3,1.62,6-1 3-6 6-4
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Nishikori K.,Machac T.,Machac T.,71,25,793,1805,2.63,1.5,2-6 2-6
Dallas Open,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Opelka R.,Shevchenko A.,Opelka R.,145,82,391,693,1.4,3.0,7-6 6-4
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,1st Round,3,Rinderknech A.,Fritz T.,Fritz T.,60,4,936,5050,8.0,1.08,4-6 2-6
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,1st Round,3,Shapovalov D.,Kecmanovic M.,Shapovalov D.,54,55,1021,996,1.57,2.38,6-3 6-7 6-3
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Tiafoe F.,Nishioka Y.,Nishioka Y.,18,67,2560,847,1.53,2.5,6-3 4-6 3-6
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Arnaldi M.,Davidovich Fokina A.,Arnaldi M.,39,59,1265,940,2.2,1.67,6-1 6-3
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Shelton B.,Munar J.,Munar J.,13,64,2980,882,1.1,7.0,2-6 6-7
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Machac T.,Hijikata R.,Machac T.,25,73,1805,759,1.14,5.5,6-4 7-6
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Mmoh M.,Ruud C.,Ruud C.,422,5,106,4160,4.5,1.2,1-6 4-6
Dallas Open,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Opelka R.,Norrie C.,Opelka R.,145,63,391,892,1.73,2.1,4-6 7-6 6-4
Dallas Open,2025-02-07 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Quinn E.,Paul T.,Paul T.,199,9,307,3495,5.5,1.14,4-6 7-5 4-6
Dallas Open,2025-02-07 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Shapovalov D.,Fritz T.,Shapovalov D.,54,4,1021,5050,3.75,1.29,2-6 6-3 7-6
Dallas Open,2025-02-07 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Arnaldi M.,Munar J.,Munar J.,39,64,1265,882,1.62,2.3,4-6 6-3 3-6
Dallas Open,2025-02-08 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Paul T.,Opelka R.,Paul T.,9,145,3495,391,1.53,2.5,7-6 6-2
Dallas Open,2025-02-08 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Machac T.,Shapovalov D.,Shapovalov D.,25,54,1805,1021,1.67,2.2,6-7 0-6
Dallas Open,2025-02-08 00:00:00,ATP500,Indoor,Hard,Semifinals,3,Ruud C.,Munar J.,Ruud C.,5,64,4160,882,1.33,3.4,6-2 2-6 7-6
Dallas Open,2025-02-08 00:00:00,ATP500,Indoor,Hard,Semifinals,3,Paul T.,Shapovalov D.,Shapovalov D.,9,54,3495,1021,1.5,2.63,5-7 3-6
Dallas Open,2025-02-09 00:00:00,ATP500,Indoor,Hard,The Final,3,Shapovalov D.,Ruud C.,Shapovalov D.,54,5,1021,4160,1.62,2.3,7-6 6-3
ABN AMRO World Tennis Tournament,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Cobolli F.,Hurkacz H.,Hurkacz H.,35,21,1372,2205,3.75,1.29,3-6 2-6
ABN AMRO World Tennis Tournament,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Mayot H.,Tsitsipas S.,12,138,3005,428,1.3,3.5,6-1 7-5
ABN AMRO World Tennis Tournament,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Medvedev D.,Medvedev D.,155,7,361,3780,5.5,1.14,7-6 4-6 1-6
ABN AMRO World Tennis Tournament,2025-02-03 00:00:00,ATP500,Indoor,Hard,1st Round,3,Bellucci M.,Rottgering M.,Bellucci M.,92,839,624,24,1.05,11.0,6-3 6-2
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Popyrin A.,Lehecka J.,Lehecka J.,26,24,1800,1810,3.0,1.4,5-7 2-6
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Goffin D.,De Minaur A.,8,56,3735,994,1.06,10.0,6-2 6-4
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Bublik A.,Mensik J.,Mensik J.,49,47,1130,1182,3.0,1.4,4-6 4-6
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Rublev A.,Zhang Zh.,Rublev A.,10,50,3220,1100,1.22,4.33,6-3 6-4
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Bautista Agut R.,Martinez P.,Martinez P.,52,44,1067,1205,1.67,2.2,3-6 2-6
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Alcaraz C.,Van De Zandschulp B.,Alcaraz C.,3,84,7010,672,1.07,9.0,7-6 3-6 6-1
ABN AMRO World Tennis Tournament,2025-02-04 00:00:00,ATP500,Indoor,Hard,1st Round,3,Sonego L.,Rune H.,Rune H.,34,14,1376,2970,3.2,1.36,6-7 4-6
ABN AMRO World Tennis Tournament,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Fils A.,Lestienne C.,Fils A.,19,169,2330,336,1.2,4.5,6-7 6-2 6-1
ABN AMRO World Tennis Tournament,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Kovacevic A.,Altmaier D.,Altmaier D.,75,93,748,622,1.13,5.78,6-1 4-6 3-6
